mapblklot,analysis_neighborhood
1924022,Sunset/Parkside
0809022,Hayes Valley
3606005,Castro/Upper Market
5297022,Bayview Hunters Point
3737022,Financial District/South Beach
0596001,Russian Hill
0830002,Hayes Valley
3546015,Mission
3999014,Potrero Hill
6652022A,Glen Park
0868039,Hayes Valley
1254046,Haight Ashbury
3585018,Castro/Upper Market
2129002B,West of Twin Peaks
4720050,Bayview Hunters Point
3705033,South of Market
1223044,Haight Ashbury
2933005,West of Twin Peaks
1294035,Inner Sunset
0826016,Hayes Valley
1273017A,Haight Ashbury
1939118,Treasure Island
0184013B,Russian Hill
3561054,Castro/Upper Market
5518023,Bernal Heights
VACSTWIL,Western Addition
3762152,South of Market
3757065,South of Market
4591C149,Bayview Hunters Point
9900009,Financial District/South Beach
0507019,Marina
3602058,Castro/Upper Market
4586012,Bayview Hunters Point
7295021,Lakeshore
2819021,West of Twin Peaks
6726002,Glen Park
6618023,Noe Valley
0739008,Tenderloin
5535014,Bernal Heights
3719010,Financial District/South Beach
1635032A,Inner Richmond
1545005,Inner Richmond
7331CMJ,Lakeshore
5402068,Bayview Hunters Point
6581052,Noe Valley
1231008,Haight Ashbury
3078011,West of Twin Peaks
4100043,Potrero Hill
1355017,Inner Richmond
4591D107,Bayview Hunters Point
4624453,Bayview Hunters Point
0849002,Hayes Valley
1939156,Treasure Island
4232020,Potrero Hill
3638048,Mission
5054A104,Bayview Hunters Point
7331CMS,Lakeshore
6577028A,Noe Valley
0504010,Marina
4071007,Potrero Hill
1201020,Hayes Valley
1021006,Presidio Heights
0655002,Pacific Heights
4572006,Bayview Hunters Point
5203045,Bayview Hunters Point
1271021,Haight Ashbury
4002012,Potrero Hill
4605007,Bayview Hunters Point
4606012,Bayview Hunters Point
6685006A,Glen Park
6509041,Noe Valley
6617016,Noe Valley
7331CMZ,Lakeshore
0145036,North Beach
4624003,Bayview Hunters Point
0092036,Russian Hill
4591D028,Bayview Hunters Point
1939123,Treasure Island
4624024,Bayview Hunters Point
3583067,Castro/Upper Market
1276018,Haight Ashbury
4093059,Potrero Hill
1418040,Outer Richmond
5335ACOMD,Bayview Hunters Point
8930001,Treasure Island
4624442,Bayview Hunters Point
3749502,Financial District/South Beach
6565046,Noe Valley
1136017,Lone Mountain/USF
6592039,Noe Valley
2627035,Castro/Upper Market
2034A010,Inner Sunset
9900034,Financial District/South Beach
1744008,Inner Sunset
0025025,Russian Hill
5535015,Bernal Heights
4913022,Bayview Hunters Point
6461001,Excelsior
1760045,Inner Sunset
1211020,Lone Mountain/USF
5525028,Bernal Heights
2837014,West of Twin Peaks
5657009A,Bernal Heights
0087004,North Beach
3605069,Castro/Upper Market
2745044,Twin Peaks
2613001B,Castro/Upper Market
3736120,Financial District/South Beach
1464021,Outer Richmond
0497006A,Marina
6310010,Visitacion Valley
3756025,South of Market
4591D035,Bayview Hunters Point
3736119,Financial District/South Beach
3517035,South of Market
6599009,Noe Valley
3708177,Financial District/South Beach
8706004,Mission Bay
6529051,Mission
3581027A,Castro/Upper Market
VACSTJES2,South of Market
5549097,Bernal Heights
0829024,Hayes Valley
6659006,Glen Park
3581072,Castro/Upper Market
0519030,Marina
4621005,Bayview Hunters Point
4830015,Bayview Hunters Point
5657009,Bernal Heights
3518117,South of Market
0480001A,Marina
3518020,South of Market
7531COM,Glen Park
4805009,Bayview Hunters Point
6630037,Noe Valley
3617008A,Mission
4591A010,Bayview Hunters Point
0549019,Russian Hill
0717003,Tenderloin
0617010,Pacific Heights
3577029,Mission
0572013,Russian Hill
9900017,Financial District/South Beach
7331CMN,Lakeshore
4071015,Potrero Hill
2614112,Castro/Upper Market
5054A100,Bayview Hunters Point
1149011,Lone Mountain/USF
1385036,Outer Richmond
6619028,Noe Valley
0279011,Nob Hill
3724074,South of Market
3950003,Mission Bay
6356066,Visitacion Valley
0732018,Western Addition
5982009,Portola
8715007,Mission Bay
6931022,West of Twin Peaks
5545019,Bernal Heights
3617074,Mission
0777022,Western Addition
3505083,Mission
4028001M,Potrero Hill
1197006A,Lone Mountain/USF
4114001,Potrero Hill
5708027,Bernal Heights
1402042,Outer Richmond
6532009,Mission
3541063,Castro/Upper Market
0596106,Russian Hill
6974020,Oceanview/Merced/Ingleside
4211011,Mission
0516052,Marina
4591C138,Bayview Hunters Point
3557045,Castro/Upper Market
8953004,Treasure Island
4984002,Bayview Hunters Point
5880003,Portola
1648032,Inner Richmond
0757028,Western Addition
3584049,Castro/Upper Market
4287001A,Bayview Hunters Point
3721010,Financial District/South Beach
5065A019,Bayview Hunters Point
4645002,Bayview Hunters Point
4089008A,Mission
7295017,Lakeshore
3602076,Castro/Upper Market
3736060,Financial District/South Beach
5431A043,Bayview Hunters Point
5556018,Bernal Heights
0975008,Pacific Heights
4591D056,Bayview Hunters Point
1003050,Pacific Heights
1195007,Lone Mountain/USF
1251019,Haight Ashbury
3924004,Mission
3563013,Castro/Upper Market
6080055,Excelsior
4264025,Mission
4624060,Bayview Hunters Point
1274028,Inner Sunset
4019006A,Mission
0868005,Hayes Valley
2935012A,West of Twin Peaks
4276022,Mission
0839033,Hayes Valley
1924029,Sunset/Parkside
4591D075,Bayview Hunters Point
4591D049,Bayview Hunters Point
3538078,Castro/Upper Market
6312011,Visitacion Valley
1361020,Inner Richmond
2689027,Castro/Upper Market
4115001,Potrero Hill
6747007,Outer Mission
4031006,Potrero Hill
6665023E,Glen Park
2034A007,Inner Sunset
1227031,Haight Ashbury
4005A001,Potrero Hill
1292016,Inner Sunset
4116008,Potrero Hill
0860020,Hayes Valley
4624009,Bayview Hunters Point
3598061,Mission
0989029,Presidio Heights
1414043,Outer Richmond
6513019,Mission
0814004,Tenderloin
0512018,Marina
5335ACOMJ,Bayview Hunters Point
2350023,Sunset/Parkside
1640014,Inner Richmond
0761064,Western Addition
4224029,Potrero Hill
0819008,Hayes Valley
7326008,Lakeshore
2701033,Twin Peaks
0123002,Russian Hill
0983002,Presidio Heights
4591C051,Bayview Hunters Point
3076031,West of Twin Peaks
5598008,Bayview Hunters Point
4624037,Bayview Hunters Point
3598069,Mission
0516053,Marina
1502025D,Outer Richmond
0526009,Russian Hill
4591C673,Bayview Hunters Point
8711029,Mission Bay
1939166,Treasure Island
3583023,Castro/Upper Market
3557034A,Castro/Upper Market
3154046,Outer Mission
3622064,Noe Valley
4591D100,Bayview Hunters Point
1069012,Presidio Heights
3755022,South of Market
3601082,Castro/Upper Market
8725002,Potrero Hill
6509010,Noe Valley
1112022,Lone Mountain/USF
1559013,Outer Richmond
5240032,Bayview Hunters Point
1599017,Outer Richmond
5645001,Bernal Heights
4596019,Bayview Hunters Point
5000026,Bayview Hunters Point
1446008,Outer Richmond
0943018A,Marina
3724066,South of Market
3738014,Financial District/South Beach
1241019,Haight Ashbury
0667019,Nob Hill
1939020,Treasure Island
0804001,Hayes Valley
4501003,Bayview Hunters Point
0512020,Marina
6580001,Noe Valley
4095053,Potrero Hill
6461020,Excelsior
0860003,Hayes Valley
4068019,Potrero Hill
7178014,Oceanview/Merced/Ingleside
3726153,South of Market
4587004,Bayview Hunters Point
3749063,Financial District/South Beach
4036019,Potrero Hill
3547029,Mission
4096061,Potrero Hill
0659064,Pacific Heights
3533016,Mission
1197020,Lone Mountain/USF
6566037,Noe Valley
1250032,Haight Ashbury
3602033,Castro/Upper Market
3618031,Mission
6551022B,Noe Valley
1313024,Outer Richmond
5517078,Bernal Heights
4114005,Potrero Hill
7331CMBB,Lakeshore
9900005H,Financial District/South Beach
4110009,Potrero Hill
6729063,Glen Park
1407017,Outer Richmond
1197014,Lone Mountain/USF
5556072,Bernal Heights
2614054,Castro/Upper Market
1104010,Lone Mountain/USF
6522003,Mission
3505007,Mission
0858014,Hayes Valley
5517024,Bernal Heights
VACST22S,Potrero Hill
1386006,Outer Richmond
1457030E,Outer Richmond
6129032,Portola
3732145A,South of Market
0649020,Pacific Heights
0273012,Nob Hill
4102026,Potrero Hill
3511070,Mission
4591C177,Bayview Hunters Point
0834007,Hayes Valley
3755255,South of Market
0657011,Pacific Heights
3518017,South of Market
5867051,Excelsior
3787011,South of Market
2849007,Noe Valley
1271003,Haight Ashbury
7330012,Lakeshore
3779145,South of Market
1481018,Lincoln Park
5044002,Bayview Hunters Point
0559028,Pacific Heights
1679011A,Outer Richmond
4161013,Potrero Hill
1066014,Presidio Heights
4206033,Mission
2819031,West of Twin Peaks
6955019,Outer Mission
1386056,Outer Richmond
1369002A,Inner Richmond
4937020,Bayview Hunters Point
0605025,Pacific Heights
0572023A,Russian Hill
4591C752,Bayview Hunters Point
2747001C,Twin Peaks
3627031A,Noe Valley
2622055,Castro/Upper Market
6566042,Noe Valley
3727015,South of Market
4115002,Potrero Hill
4074029,Potrero Hill
3636041,Mission
3730024,South of Market
3725009,South of Market
1230030,Haight Ashbury
0215017,Nob Hill
1504016,Outer Richmond
5417035,Bayview Hunters Point
3941020,Potrero Hill
6526015,Mission
2712003,Castro/Upper Market
4591D005,Bayview Hunters Point
0928027,Marina
8934002,Treasure Island
4991616,Bayview Hunters Point
3588077,Mission
0816015B,Hayes Valley
7034040,Oceanview/Merced/Ingleside
3621019,Noe Valley
4587003,Bayview Hunters Point
1030017,Presidio Heights
3931A003,Mission
0859015,Hayes Valley
5867035,Excelsior
6562029,Noe Valley
0538017A,Marina
1195013,Lone Mountain/USF
0961016,Pacific Heights
5642057,Bernal Heights
4158045,Potrero Hill
1194015,Lone Mountain/USF
3787017,South of Market
1839001G,Inner Sunset
8933001,Treasure Island
2613021,Castro/Upper Market
0074021,Russian Hill
3752091,South of Market
0442A003,Marina
3651031,Noe Valley
3980007,Potrero Hill
4044002,Potrero Hill
1235008,Haight Ashbury
0861027,Haight Ashbury
3738015,Financial District/South Beach
0096001,Russian Hill
6754060,Outer Mission
2045004,Inner Sunset
2692069,Castro/Upper Market
6034035,Portola
4828001,Bayview Hunters Point
6800049,Outer Mission
3576060,Mission
2767006,Noe Valley
6565007,Noe Valley
4591A080,Bayview Hunters Point
4591C131,Bayview Hunters Point
0514026,Marina
3642058,Mission
1939127,Treasure Island
8708006,Mission Bay
7308001,Lakeshore
1524012A,Outer Richmond
4080063,Mission
4591C211,Bayview Hunters Point
2714004,Twin Peaks
4762037,Bayview Hunters Point
3730004,South of Market
4621006,Bayview Hunters Point
0910011,Marina
1256011A,Haight Ashbury
6590035,Noe Valley
2696019,Castro/Upper Market
1444033,Inner Richmond
4762036,Bayview Hunters Point
1284001,Haight Ashbury
0559006,Pacific Heights
1275004,Inner Sunset
1669001,Outer Richmond
3576035,Mission
3533024,Mission
3728024,South of Market
7331030,Lakeshore
1441009,Inner Richmond
6583028,Noe Valley
3637013,Mission
4209032,Mission
4591C066,Bayview Hunters Point
7092070,Oceanview/Merced/Ingleside
3732082,South of Market
3587045,Mission
0678024,Pacific Heights
7380024,Lakeshore
3621040,Noe Valley
5250024,Bayview Hunters Point
4791007,Bayview Hunters Point
6764010,West of Twin Peaks
5431A001,Bayview Hunters Point
1269142,Haight Ashbury
1924016,Sunset/Parkside
4287022,Bayview Hunters Point
3144B027B,Outer Mission
6013024,Excelsior
3534054,Mission
1639039,Inner Richmond
2646014,Castro/Upper Market
3540104,Castro/Upper Market
4653012,Bayview Hunters Point
3537038,Castro/Upper Market
1939149,Treasure Island
1939094,Treasure Island
6511025,Mission
5893022,Excelsior
6235034,Visitacion Valley
1031022,Presidio Heights
0858005B,Hayes Valley
6565040,Noe Valley
0742007,Tenderloin
3538004,Castro/Upper Market
5402049,Bayview Hunters Point
1939115,Treasure Island
4085026,Mission
3705012,South of Market
1433012,Inner Richmond
2621044,Castro/Upper Market
5016005,Bayview Hunters Point
3786038,South of Market
7534COM,Glen Park
7308113,Lakeshore
6549021,Noe Valley
4283BCOMK,Potrero Hill
4093094,Potrero Hill
3653004,Noe Valley
4111006,Potrero Hill
1313020,Outer Richmond
4598002,Bayview Hunters Point
5062011,Bayview Hunters Point
1180014,Western Addition
5549108,Bernal Heights
5697038,Bernal Heights
1939067,Treasure Island
1282005,Haight Ashbury
3598021,Mission
5806025,Bernal Heights
1369001E,Inner Richmond
7331CMV,Lakeshore
0869007,Hayes Valley
5641025,Bernal Heights
1029002,Pacific Heights
0151011,Nob Hill
6549030,Noe Valley
3637049,Mission
1763007,Inner Sunset
0570018,Pacific Heights
1467007,Outer Richmond
4232011,Potrero Hill
5723012,Bernal Heights
6524004,Mission
3607008,Mission
2130A005,Inner Sunset
4591C076,Bayview Hunters Point
0122017,Russian Hill
0101003,Chinatown
1541003,Inner Richmond
4039019,Potrero Hill
3180200,West of Twin Peaks
3515012,Mission
8720017,Mission Bay
8711016,Mission Bay
0100020,Russian Hill
4622019,Bayview Hunters Point
3557062,Castro/Upper Market
4591D063,Bayview Hunters Point
7535100,Noe Valley
3541077,Castro/Upper Market
6374036,Visitacion Valley
1259023A,Haight Ashbury
3911001,Mission Bay
4991256,Bayview Hunters Point
3613023A,Mission
0599128,Pacific Heights
4273005,Mission
0985016,Presidio Heights
6612020,Noe Valley
1188013B,Lone Mountain/USF
1253001,Haight Ashbury
3597017,Mission
1717040,Sunset/Parkside
3508013,South of Market
5721078,Bernal Heights
4591C221,Bayview Hunters Point
0331003,Tenderloin
1530012A,Outer Richmond
4587015,Bayview Hunters Point
4264005,Mission
1765028,Inner Sunset
3502058,Mission
6532033,Mission
2634A012,Inner Sunset
2654029,Castro/Upper Market
6536005,Noe Valley
2700006,Castro/Upper Market
6946061,Oceanview/Merced/Ingleside
4591C072,Bayview Hunters Point
4598014,Bayview Hunters Point
0181013,Nob Hill
4591C105,Bayview Hunters Point
6531026B,Mission
3583083,Castro/Upper Market
2622059,Castro/Upper Market
3598059,Mission
4852018,Bayview Hunters Point
2625007A,Castro/Upper Market
6312008,Visitacion Valley
1417024,Outer Richmond
3078007,West of Twin Peaks
3729065,South of Market
1043019,Presidio Heights
3702038,South of Market
2614010,Castro/Upper Market
0914005C,Marina
6664031,Glen Park
1355003,Inner Richmond
1260038,Haight Ashbury
0504017,Marina
3627004,Noe Valley
4884026,Bayview Hunters Point
0248005,Nob Hill
6590034,Noe Valley
7102026,Outer Mission
5535034,Bernal Heights
6533004,Mission
6314002,Visitacion Valley
5527042,Bernal Heights
7032A036,Outer Mission
4572004,Bayview Hunters Point
1190001H,Lone Mountain/USF
3578072,Mission
9900050H,Mission Bay
2651024,Castro/Upper Market
4591D045,Bayview Hunters Point
1839001M,Inner Sunset
3755054,South of Market
0929039,Marina
1142005,Lone Mountain/USF
4606014,Bayview Hunters Point
4004023,Potrero Hill
1002034,Pacific Heights
0073002A,Russian Hill
3760114,South of Market
3580026,Castro/Upper Market
8943001,Treasure Island
4096092,Potrero Hill
3596064,Mission
5000004,Bayview Hunters Point
0419A008,Marina
9900336,Mission Bay
6469017,Excelsior
0803026,Hayes Valley
6601028,Noe Valley
5721050,Bernal Heights
6665065,Glen Park
1560010A,Outer Richmond
0641003,Pacific Heights
9900048,Mission Bay
7518015,Noe Valley
3733108,South of Market
4991278,Bayview Hunters Point
4991620,Bayview Hunters Point
0481039,Marina
1029003,Pacific Heights
3144B036,Outer Mission
2837007,West of Twin Peaks
3618009,Mission
1650016,Inner Richmond
6620032,Noe Valley
6736029,Glen Park
3534038,Mission
1195017B,Lone Mountain/USF
1288005,Haight Ashbury
4591D113,Bayview Hunters Point
0436C005,Marina
2692043,Castro/Upper Market
4591C139,Bayview Hunters Point
4591C203,Bayview Hunters Point
1637018,Inner Richmond
0867030,Hayes Valley
6528014,Mission
0490028,Marina
5005003,Bayview Hunters Point
3602056,Castro/Upper Market
4587009,Bayview Hunters Point
1728049,Sunset/Parkside
0216COM,Russian Hill
1052014,Pacific Heights
7331104,Lakeshore
4572003,Bayview Hunters Point
4143004,Mission
2819004,West of Twin Peaks
1939139,Treasure Island
4029001,Potrero Hill
5045004,Bayview Hunters Point
1525007,Outer Richmond
0983018,Presidio Heights
0049006,Russian Hill
3078029,West of Twin Peaks
6511001A,Mission
0512019,Marina
0094016,Russian Hill
5000011,Bayview Hunters Point
0860057,Hayes Valley
0196008,Chinatown
2828016A,Noe Valley
5657050,Bernal Heights
2611025,Castro/Upper Market
4591D111,Bayview Hunters Point
1201011,Hayes Valley
1642028,Inner Richmond
2701A011,Twin Peaks
0866019,Haight Ashbury
4275002,Mission
6345023,Excelsior
4591D080,Bayview Hunters Point
3600061C,Castro/Upper Market
3611048,Mission
1208030,Lone Mountain/USF
5350010,Bayview Hunters Point
2712004A,Castro/Upper Market
7501COM,Noe Valley
3547011,Mission
3777175,South of Market
8720016,Mission Bay
3600111,Castro/Upper Market
1801052,Sunset/Parkside
8727007,Potrero Hill
5965007,Excelsior
5000024,Bayview Hunters Point
0793036,Hayes Valley
6944041,Oceanview/Merced/Ingleside
7331CML,Lakeshore
0862009,Haight Ashbury
1030020,Presidio Heights
3650010,Noe Valley
0183033,Nob Hill
3537135,Castro/Upper Market
2968A013A,West of Twin Peaks
3729083,South of Market
3775007,Financial District/South Beach
1425003,Inner Richmond
7036021,Oceanview/Merced/Ingleside
5027010,Bayview Hunters Point
1153054,Western Addition
4805008,Bayview Hunters Point
1557018,Outer Richmond
3534032,Mission
8901004,Treasure Island
5046012,Bayview Hunters Point
1939041,Treasure Island
0655008,Pacific Heights
3702056,South of Market
3600002,Castro/Upper Market
1939152,Treasure Island
1042024,Presidio Heights
1187013,Lone Mountain/USF
0842011,Hayes Valley
1715016,Sunset/Parkside
0662016,Pacific Heights
4991611,Bayview Hunters Point
5598015,Bayview Hunters Point
5721032,Bernal Heights
3602074,Castro/Upper Market
7141017B,Outer Mission
0822024,Hayes Valley
0166004,Financial District/South Beach
0655009,Pacific Heights
0123006,Russian Hill
6605046,Noe Valley
1159019,Lone Mountain/USF
4991605,Bayview Hunters Point
1651020,Inner Richmond
5262003,Bayview Hunters Point
0828009,Hayes Valley
0973053,Presidio Heights
0807012,Hayes Valley
8711015,Mission Bay
1038038,Presidio Heights
0480028,Marina
3721108,Financial District/South Beach
6131062,Portola
2653007,Castro/Upper Market
0984013,Presidio Heights
7154053,Outer Mission
2778061,Twin Peaks
4591D018,Bayview Hunters Point
0436B008,Marina
3648019,Mission
3594061,Mission
4720053,Bayview Hunters Point
1355016,Inner Richmond
4591D128,Bayview Hunters Point
0785053,Hayes Valley
4605001,Bayview Hunters Point
4591C128,Bayview Hunters Point
3984005,Potrero Hill
4264028,Mission
