mapblklot,from_address_num,street_name,street_type,analysis_neighborhood,zoning_code,zoning_district,supervisor_district,supname,Height_Ft,distance_to_transit
4002025,201,MISSOURI,ST,Potrero Hill,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,2159.126405873545
1451037,334,20TH,AVE,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,462.39943770483444
4624023,200,ACACIA,AVE,Bayview Hunters Point,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",10,Shamann Walton,65,2580.183475893999
5397011,174,SCOTIA,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2369.6320108961663
1825034,1422,29TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,241.84015308657015
2198015,932,RIVERA,ST,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1457.530954669304
2990018,320,LANSDALE,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2659.5936644594303
6023030,926,EXCELSIOR,AVE,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,4234.066026248112
1037009,57,PARKER,AVE,Presidio Heights,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",2,Stephen Sherrill,40,1754.4694535746962
1587036I,5345,ANZA,ST,Outer Richmond,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",1,Connie Chan,40,754.2465238926676
1753001A,315,HUGO,ST,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,384.110081011195
6987003,175,JULES,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1308.138968531426
4991272,726,LE CONTE,AVE,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,804.4796423531267
2022005,1731,27TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2270.693959619074
0922015,2250,BAY,ST,Marina,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",2,Stephen Sherrill,40,5492.852415610517
3076A009,51,YERBA BUENA,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1262.7467100222239
1905031,1686,39TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1944.7639618469468
2527B001,800,SLOAT,BLVD,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,2168.0700867395594
2012039,1730,38TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2289.100374384166
4150020,1073,FLORIDA,ST,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,2623.9474857230634
2416018,1445,ULLOA,ST,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,541.6380796095787
2061031,1870,25TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,3192.048824300934
5435002I,1918,DONNER,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2490.4600892715644
2347032,2338,19TH,AVE,West of Twin Peaks,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,388.7213398046591
1810021,3928,KIRKHAM,ST,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,587.5793395626998
0091015,852,FILBERT,ST,Russian Hill,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",3,Danny Sauter,40,2313.3064366484223
6603017,440,28TH,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1568.3236075555249
3797004,0,UNKNOWN,,Mission Bay,MB-RA,MISSION BAY REDEVELOPMENT,6,Matt Dorsey,110,1129.2646941033668
5717034,324,HIGHLAND,AVE,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,1981.3984020371104
6432001,97,LAPHAM,WAY,Excelsior,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",11,Chyanne Chen,40,6600.892898450842
1525022,2832,ANZA,ST,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,611.9453867024843
3011062,84,MIRALOMA,DR,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1378.5187939140183
6020012,374,VIENNA,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3841.5055030623225
6990046,999,HOLLOWAY,AVE,Oceanview/Merced/Ingleside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",11,Chyanne Chen,40,1531.1167972519422
6580048,,,,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,962.9909064729968
3123035,679,HEARST,AVE,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2559.343318341479
0270012,420,GRANT,AVE,Financial District/South Beach,CCB,CHINATOWN-COMMUNITY BUSINESS,3,Danny Sauter,50,1185.0807520975543
2509005,2731,40TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1811.6724746322861
3617068,3371,21ST,ST,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",9,Jackie Fielder,40,1215.7719215093143
1074010,2520,POST,ST,Presidio Heights,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",5,Bilal Mahmood,40,1087.6646569623579
1827025,1466,27TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,590.5387044092201
7090017A,215,BRIGHT,ST,Oceanview/Merced/Ingleside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",11,Chyanne Chen,40,148.6880899787125
1726022,1290,25TH,AVE,Sunset/Parkside,NCD,IRVING STREET NEIGHBORHOOD COMMERCIAL DISTRICT,4,Alan Wong,85,761.4165608250072
2693024A,155,EUREKA,ST,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1277.1707962120834
6984018,512,GRAFTON,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1466.3980057276005
2754009,142,GRAND VIEW,AVE,Twin Peaks,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2925.321125566402
2513004B,2650,SLOAT,BLVD,Sunset/Parkside,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",4,Alan Wong,100,444.9712365416692
6148018,840,MANSELL,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3423.335394533265
5404044,49,VESTA,ST,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2142.6681853791165
2955A007,2,SEQUOIA,WAY,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,4075.6304657614464
3602032,245,HARTFORD,ST,Castro/Upper Market,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,40,1464.0385610733242
2921001,2,GARCIA,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,1193.9778155534943
6909005,24,CERRITOS,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,472.87101075375864
5539031,226,RUTLEDGE,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3874.799208155413
2378021,4600,ULLOA,ST,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,368.0737191269529
3577063,9,BIRD,ST,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,9,Jackie Fielder,45,1345.4020123278597
4967017,6293,03RD,ST,Bayview Hunters Point,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",10,Shamann Walton,40,433.6641683609319
1646012,785,03RD,AVE,Inner Richmond,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",1,Connie Chan,50,2570.557742110568
6448015,1132,MUNICH,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,4476.1399586287325
0848006B,548,HAIGHT,ST,Hayes Valley,NCD,LOWER HAIGHT STREET NEIGHBORHOOD COMMERCIAL DISTRICT,5,Bilal Mahmood,65,1147.8325035448197
6017015,370,MADRID,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3084.753920900841
0287012,266,SUTTER,ST,Financial District/South Beach,C-3-R,DOWNTOWN- RETAIL,3,Danny Sauter,130,782.1485678088416
0560019,2716,SCOTT,ST,Pacific Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,4290.8355880358895
3582041,32,HARTFORD,ST,Castro/Upper Market,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,50,302.516157726021
2626016,2,SATURN,ST,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1611.5435100546322
7122012,35,SAINT CHARLES,AVE,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,456.1182294281986
6279010,650,ATHENS,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,4212.8420969536155
6321012,31,PASADENA,ST,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,3859.9858756286003
2012020,3010,NORIEGA,ST,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2631.29925299897
1865004,1515,19TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,85,882.9559234590092
3607069,3737,20TH,ST,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,785.1565461941864
0541024,2001,UNION,ST,Marina,NCD,UNION STREET NEIGHBORHOOD COMMERCIAL,2,Stephen Sherrill,65,2488.5750895922447
7028A030,835,DELANO,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,604.4831524133692
1569026A,652,27TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1206.2164169080925
2503A030,2740,35TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2250.0991725106005
1777018B,1390,23RD,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,50,82.14586898532885
2749018,380,EUREKA,ST,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2585.986638412371
2715010,17,GRAND VIEW,AVE,Twin Peaks,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2760.199226479286
3540075,975,14TH,ST,Castro/Upper Market,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",8,Rafael Mandelman,40,896.1163253505874
3027A090,727,FOERSTER,ST,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,3297.0457233631887
6731064,183,SUSSEX,ST,Glen Park,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1349.906663743165
0114011,300,GREEN,ST,North Beach,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",3,Danny Sauter,40,1391.3244984792402
0819028,627,HAYES,ST,Hayes Valley,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,5,Bilal Mahmood,40,1798.722005890334
0922025,3434,BRODERICK,ST,Marina,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",2,Stephen Sherrill,40,5614.533350366113
6766011,126,JOOST,AVE,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1235.476403296755
6529018,433,BARTLETT,ST,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,9,Jackie Fielder,45,828.8869594559179
1799029,1348,45TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,490.456925599062
1481001G,44,SEAL ROCK,DR,Lincoln Park,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",1,Connie Chan,40,353.7432080200941
7027A005,369,NIAGARA,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,50,209.08121914239456
5892012,61,MAYNARD,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1654.5126622541788
1089006,159,BLAKE,ST,Lone Mountain/USF,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",2,Stephen Sherrill,50,1279.752549586475
1446015,361,14TH,AVE,Outer Richmond,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",1,Connie Chan,40,307.6505151697653
7553045,227,ARBOR,ST,Glen Park,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1983.5386795742459
6526016,1465,SOUTH VAN NESS,AVE,Mission,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",9,Jackie Fielder,50,1213.6667987998783
5967009,1527,FELTON,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,4630.320740107403
6436028,150,CANYON,DR,Excelsior,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",11,Chyanne Chen,40,5892.387568297646
7032A045,165,NIAGARA,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1191.114767921472
2503A012,2775,34TH,AVE,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,2431.9422213725657
2674024,373,CHRISTOPHER,DR,Inner Sunset,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2154.0357339992297
2024042,1730,26TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2262.7502038637663
3533029,165,GUERRERO,ST,Mission,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,9,Jackie Fielder,40,723.4275050873937
1720028,1270,31ST,AVE,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,875.5993697876017
6910010,135,CEDRO,AVE,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,802.3283594847412
5661036,205,ELLSWORTH,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,2825.3922287833548
7135040,11,BRIGHT,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,919.9794366276258
5618029,157,WINFIELD,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,1580.794613150795
3585008,656,CHURCH,ST,Castro/Upper Market,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",8,Rafael Mandelman,40,353.76102359473145
2041010,1751,08TH,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,2421.7614164347106
3620037,308,HILL,ST,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,429.24129934374366
7042B003,2406,ALEMANY,BLVD,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,1425.2267665616205
5528004,137,MULLEN,AVE,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3565.004452355369
6037013,474,PRINCETON,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,5152.778895429608
2700049,91,CASELLI,AVE,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1990.0977822365624
4711160,11,BELL,CT,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,160,1667.3786418265663
0221002,12,PLEASANT,ST,Nob Hill,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",3,Danny Sauter,65,1555.5971347800912
6563024,4181,26TH,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1731.0257703677892
4095077,850,DE HARO,ST,Potrero Hill,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,2629.7602083097595
1366042,112,07TH,AVE,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1916.2886861908164
3027A091,723,FOERSTER,ST,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,3284.1732277830274
2706044,67,CLARENDON,AVE,Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2588.7309968815875
1147014,28,CHABOT,TER,Lone Mountain/USF,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,2051.7363501622467
4973025,840,JAMESTOWN,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2168.8244495462563
2178017,2167,39TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1579.0398149424143
1838001G,1043,JUDAH,ST,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,50,131.59570504072275
1818002,1419,35TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,388.1106137661706
6167036,378,HARKNESS,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2041.6077841005242
1474026,444,43RD,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,355.6708515205044
5384C014A,3,MADDUX,AVE,Bayview Hunters Point,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,2059.2134719996343
1502028A,510,43RD,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,50,287.49712330654205
5409014,74,WILLIAMS,AVE,Bayview Hunters Point,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",10,Shamann Walton,40,635.018622964102
6735064,1159,BOSWORTH,ST,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,1757.1385080756966
0654003,2019,FILLMORE,ST,Pacific Heights,NCD,UPPER FILLMORE NEIGHBORHOOD COMMERCIAL DISTRICT,2,Stephen Sherrill,65,1419.5328406535389
3621055,420,HILL,ST,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",8,Rafael Mandelman,40,926.3864687323334
2087012,1959,47TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,3020.6694996548604
2138018,2058,19TH,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,50,2304.8348192930002
6578040,3839,CESAR CHAVEZ,ST,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,50,501.85681260577087
6022028,315,ATHENS,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3973.9284085419754
1184020,526,LYON,ST,Lone Mountain/USF,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",5,Bilal Mahmood,40,2668.7759086601645
2123B001I,14,CRAGMONT,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,2860.872646422418
1926004A,1623,17TH,AVE,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,1632.1042058815187
0419A024,351,MARINA,BLVD,Marina,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",2,Stephen Sherrill,40,3789.5939542111505
1457026,474,26TH,AVE,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",1,Connie Chan,40,299.3437514276015
2119012,1998,16TH,AVE,Inner Sunset,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,2814.152837077884
6018010,350,EDINBURGH,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3332.284895458533
6484009,248,CURTIS,ST,Excelsior,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",11,Chyanne Chen,40,3751.634172382333
7268009,167,SYLVAN,DR,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,3243.118824811686
4025011,641,HAMPSHIRE,ST,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",9,Jackie Fielder,40,3682.5452471539043
1307001U,630,EL CAMINO DEL MAR,,Seacliff,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",1,Connie Chan,40,2682.608408870507
1364018,4214,CALIFORNIA,ST,Inner Richmond,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",1,Connie Chan,85,1650.5168334979176
6493011,383,HANOVER,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,3020.804907596753
6082004,316,PARIS,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,2604.12599612328
7119035,154,ARCH,ST,Oceanview/Merced/Ingleside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,280.7635700693892
2963B025,332,MOLIMO,DR,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",7,Myrna Melgar,40,4210.481381348653
1918021,1695,25TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1977.0377202885763
2701018,44,SEWARD,ST,Twin Peaks,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,2114.1403272379807
6778010,50,SAN GABRIEL,AVE,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,385.9567674836488
1275078,401,CARL,ST,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,158.0492449092347
0588015,2530,FILLMORE,ST,Pacific Heights,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",2,Stephen Sherrill,40,3141.860371623373
7253026,84,SPRINGFIELD,DR,Sunset/Parkside,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",4,Alan Wong,40,3642.1451235405325
1706055,1214,45TH,AVE,Sunset/Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",4,Alan Wong,40,1258.5298550842408
6309096,32,MELRA,CT,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,1715.04634987539
1749022,45,LINCOLN,WAY,Inner Sunset,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",7,Myrna Melgar,40,596.5560382053173
3987024,135,MISSISSIPPI,ST,Potrero Hill,UMU,URBAN MIXED USE,10,Shamann Walton,40,1583.7314078952754
2324008C,2234,26TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,1093.1589597485424
1064031,3340,GEARY,BLVD,Presidio Heights,NCD,GEARY BOULEVARD NEIGHBORHOOD COMMERCIAL DISTRICT,2,Stephen Sherrill,85,1088.6611865171328
3516001,210,11TH,ST,Mission,WMUG,WSOMA MIXED USE-GENERAL,6,Matt Dorsey,85,1346.4450057703195
1784001U,1395,29TH,AVE,Sunset/Parkside,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",4,Alan Wong,85,342.28513526758127
6721009,26,BOSWORTH,ST,Outer Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",8,Rafael Mandelman,40,1891.081359840231
1832001B,1409,21ST,AVE,Sunset/Parkside,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",4,Alan Wong,50,153.80186380681516
2090038,1958,45TH,AVE,Sunset/Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",4,Alan Wong,40,2996.8572182700073
5860019,372,SWEENY,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4381.224039930009
6274015,574,LISBON,ST,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",11,Chyanne Chen,40,2856.1607984657526
1067034,36,COOK,ST,Presidio Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",2,Stephen Sherrill,40,1480.3863421987164
1735044,1238,16TH,AVE,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",7,Myrna Melgar,40,1052.2549413719041
5978022,281,SOMERSET,ST,Portola,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,4039.432946485611
6920026,184,CORONA,ST,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",7,Myrna Melgar,40,579.9730862152801
1581017,660,39TH,AVE,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",1,Connie Chan,40,1085.2134835399504
6192069,319,WILDE,AVE,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",10,Shamann Walton,40,1432.1635870315024
5539022,217,MONTCALM,ST,Bernal Heights,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",9,Jackie Fielder,40,3772.2288184545328
